#	deviceModel: SM-R900	deviceOs: 11
1689664521908	2628462
1689664521949	2302106
1689664521990	2302093
1689664522029	2301872
1689664522069	2301762
1689664522109	2301601
1689664522149	1960506
1689664522191	1960287
1689664522230	1960216
1689664522270	1960129
1689664522310	2078221
1689664522350	2078191
1689664522391	2078256
1689664522431	2078431
1689664522471	2078522
1689664522511	2078565
1689664522551	2078607
1689664522593	2078774
1689664522632	2079050
1689664522672	2079197
1689664522712	2079462
1689664522753	2079633
1689664522794	2079888
1689664522833	2080084
1689664522873	2080282
1689664522914	2080325
1689664522954	2080483
1689664522995	2080484
1689664523034	2080367
1689664523074	2080196
1689664523115	2080059
1689664523155	2079933
1689664523196	2079789
1689664523235	2079703
1689664523276	2079661
1689664523316	2079472
1689664523356	2079261
1689664523398	2079032
1689664523437	2078832
1689664523477	2078614
1689664523517	2078401
1689664523557	2078023
1689664523599	2077628
1689664523638	2077099
1689664523678	2076493
1689664523718	2076335
1689664523759	2076152
1689664523800	2076240
1689664523839	2076571
1689664523880	2076780
1689664523920	2077034
1689664523960	2077304
1689664524001	2077740
1689664524040	2078003
1689664524080	2078216
1689664524120	2078191
1689664524160	2078126
1689664524201	2078048
1689664524240	2077822
1689664524280	2077321
1689664524321	2077050
1689664524361	2077145
1689664524402	2077276
1689664524441	2077617
1689664524481	2078094
1689664524521	2078219
1689664524561	2077911
1689664524602	2076945
1689664524642	2075897
1689664524682	2075138
1689664524722	2074571
1689664524762	2074106
1689664524803	2073659
1689664524842	2072805
1689664524883	2072046
1689664524923	2071878
1689664524963	2071703
1689664525004	2071784
1689664525043	2071822
1689664525084	2071827
1689664525124	2071877
1689664525164	2072143
1689664525205	2072243
1689664525244	2072415
1689664525284	2072923
1689664525325	2073334
1689664525365	2073686
1689664525406	2074124
1689664525445	2074461
1689664525485	2074573
1689664525526	2074392
1689664525566	2074098
1689664525607	2073627
1689664525646	2072992
1689664525687	2072060
1689664525727	2071627
1689664525767	2071271
1689664525808	2070888
1689664525847	2070765
1689664525888	2070763
1689664525928	2070918
1689664525968	2071024
1689664526009	2071208
1689664526049	2071449
1689664526089	2071642
1689664526129	2071727
1689664526169	2071656
1689664526210	2071547
1689664526250	2071274
1689664526290	2070777
1689664526330	2070630
1689664526370	2070242
1689664526412	2069651
1689664526451	2068811
1689664526491	2067999
1689664526531	2067188
1689664526572	2066677
1689664526613	2066152
1689664526652	2065486
1689664526692	2064242
1689664526733	2062878
1689664526773	2061390
1689664526814	2059765
1689664526853	2058313
1689664526894	2057054
1689664526934	2055665
1689664526974	2054289
1689664527015	2053178
1689664527054	2052305
1689664527094	2051582
1689664527135	2050971
1689664527175	2050534
1689664527216	2050106
1689664527255	2049392
1689664527295	2048548
1689664527335	2047858
1689664527375	2047211
1689664527416	2046677
1689664527455	2046306
1689664527496	2045813
1689664527536	2045311
1689664527576	2044912
1689664527617	2044537
1689664527656	2044257
1689664527696	2043940
1689664527737	2043302
1689664527777	2042386
1689664527818	2041550
1689664527857	2040710
1689664527897	2039878
1689664527937	2039226
1689664527978	2038781
1689664528019	2038384
1689664528058	2038523
1689664528098	2038727
1689664528138	2038468
1689664528178	2037985
1689664528220	2037739
1689664528259	2037783
1689664528299	2038396
1689664528340	2039435
1689664528380	2040949
1689664528421	2042046
1689664528460	2042919
1689664528500	2043633
1689664528540	2044402
1689664528581	2045226
1689664528622	2045916
1689664528661	2046393
1689664528701	2046737
1689664528742	2046993
1689664528782	2047298
1689664528823	2047735
1689664528862	2048199
1689664528902	2048657
1689664528943	2049047
1689664528983	2049411
1689664529024	2049497
1689664529063	2049560
1689664529104	2049884
1689664529144	2050377
1689664529184	2051160
1689664529225	2051961
1689664529264	2052419
1689664529305	2052967
1689664529345	2053349
1689664529385	2054676
1689664529427	2056076
1689664529466	2057386
1689664529506	2058418
1689664529546	2059115
1689664529586	2059592
1689664529628	2059897
1689664529667	2060124
1689664529707	2060328
1689664529748	2060590
1689664529788	2060937
1689664529829	2061294
1689664529868	2061779
1689664529909	2062126
1689664529949	2062465
1689664529989	2062810
1689664530030	2063186
1689664530069	2063599
1689664530109	2063817
1689664530149	2063883
1689664530189	2063969
1689664530230	2063788
1689664530269	2063164
1689664530309	2062790
1689664530350	2062413
1689664530390	2061904
1689664530431	2061531
1689664530470	2060853
1689664530510	2060043
1689664530550	2059268
1689664530590	2058636
1689664530632	2058427
1689664530671	2059010
1689664530711	2059724
1689664530751	2060386
1689664530791	2060983
1689664530832	2061553
1689664530872	2062034
1689664530912	2062316
1689664530952	2062564
1689664530992	2062772
1689664531033	2063189
1689664531072	2063665
1689664531113	2064104
1689664531153	2064897
1689664531193	2065734
1689664531234	2066709
1689664531273	2067597
1689664531314	2068260
1689664531354	2068875
1689664531394	2069350
1689664531435	2069991
1689664531475	2070847
1689664531515	2071726
1689664531555	2073098
1689664531595	2074244
1689664531636	2075593
1689664531676	2077043
1689664531716	2077899
1689664531756	2078325
1689664531796	2078699
1689664531838	2079182
1689664531877	2079613
1689664531917	2080056
1689664531957	2080424
1689664531997	2080678
1689664532039	2080975
1689664532078	2081263
1689664532118	2081344
1689664532158	2081306
1689664532199	2081150
1689664532240	2080925
1689664532279	2080791
1689664532319	2080953
1689664532359	2081098
1689664532400	2081262
1689664532441	2081504
1689664532480	2081572
1689664532521	2081529
1689664532561	2081972
1689664532601	2082733
1689664532642	2083306
1689664532682	2084126
1689664532722	2084615
1689664532762	2085059
1689664532803	2085477
1689664532844	2085193
1689664532883	2084910
1689664532923	2084631
1689664532963	2084159
1689664533003	2083692
1689664533044	2083360
1689664533083	2083213
1689664533123	2083115
1689664533164	2083039
1689664533204	2082936
1689664533245	2082784
1689664533284	2082868
1689664533324	2083488
1689664533364	2084859
1689664533404	2086163
1689664533445	2086923
1689664533484	2086942
1689664533525	2087190
1689664533565	2087723
1689664533605	2088056
1689664533646	2088313
1689664533685	2088530
1689664533725	2088797
1689664533766	2089196
1689664533805	2089562
1689664533847	2090057
1689664533886	2090486
1689664533926	2090929
1689664533966	2091312
1689664534006	2091497
1689664534047	2091420
1689664534087	2091108
1689664534127	2090486
1689664534167	2089124
1689664534207	2088221
1689664534249	2087515
