#	deviceModel: SM-R900	deviceOs: 11
1689665478501	2180777
1689665478542	2180841
1689665478583	2180871
1689665478622	2180937
1689665478663	2181000
1689665478703	2181061
1689665478743	1870612
1689665478784	1870722
1689665478823	1870814
1689665478863	2022130
1689665478904	2022294
1689665478944	2022477
1689665478985	2022628
1689665479024	2087540
1689665479064	2087386
1689665479105	2087155
1689665479145	2087007
1689665479186	2086994
1689665479225	2086922
1689665479266	2086811
1689665479306	2086679
1689665479346	2086529
1689665479387	2086223
1689665479427	2085852
1689665479467	2085554
1689665479507	2084882
1689665479547	2085028
1689665479588	2085096
1689665479628	2085265
1689665479668	2085283
1689665479708	2085407
1689665479749	2085486
1689665479790	2085526
1689665479829	2085279
1689665479869	2084173
1689665479909	2080608
1689665479950	2079156
1689665479991	2078284
1689665480030	2077336
1689665480070	2076658
1689665480110	2076081
1689665480150	2075864
1689665480191	2075643
1689665480231	2075420
1689665480271	2075161
1689665480311	2075081
1689665480351	2075500
1689665480392	2076888
1689665480431	2078038
1689665480472	2078835
1689665480512	2079300
1689665480552	2079555
1689665480593	2079493
1689665480632	2079366
1689665480672	2079231
1689665480713	2079226
1689665480753	2079056
1689665480794	2078559
1689665480833	2077916
1689665480873	2077344
1689665480914	2076976
1689665480954	2076753
1689665480995	2076587
1689665481034	2076471
1689665481074	2076222
1689665481115	2075857
1689665481155	2075716
1689665481196	2075640
1689665481235	2075709
1689665481276	2075983
1689665481316	2076757
1689665481356	2077467
1689665481397	2078124
1689665481437	2078768
1689665481477	2079329
1689665481517	2079986
1689665481557	2080451
1689665481598	2080480
1689665481638	2080386
1689665481678	2080827
1689665481718	2081778
1689665481759	2082023
1689665481800	2081727
1689665481839	2081160
1689665481879	2081647
1689665481920	2082311
1689665481959	2082760
1689665482001	2083062
1689665482040	2083232
1689665482080	2083218
1689665482120	2083048
1689665482160	2082420
1689665482201	2081905
1689665482240	2081977
1689665482281	2081795
1689665482321	2081387
1689665482361	2080500
1689665482402	2079684
1689665482441	2079481
1689665482481	2079723
1689665482522	2080082
1689665482562	2079754
1689665482603	2079647
1689665482642	2079661
1689665482683	2079597
1689665482723	2079518
1689665482763	2079291
1689665482804	2078998
1689665482843	2078673
1689665482884	2078114
1689665482924	2077426
1689665482964	2076775
1689665483005	2076067
1689665483044	2075635
1689665483085	2075428
1689665483125	2075284
1689665483165	2075193
1689665483206	2074675
1689665483246	2073845
1689665483286	2073019
1689665483326	2072387
1689665483366	2071887
1689665483408	2071507
1689665483447	2071286
1689665483487	2071104
1689665483527	2070858
1689665483568	2070662
1689665483609	2070475
1689665483648	2070315
1689665483688	2070215
1689665483729	2070192
1689665483768	2070206
1689665483810	2070251
1689665483849	2070322
1689665483889	2070413
1689665483929	2070503
1689665483969	2070653
1689665484010	2070665
1689665484049	2070226
1689665484090	2069619
1689665484130	2069073
1689665484170	2068707
1689665484211	2068507
1689665484250	2068406
1689665484291	2068370
1689665484331	2068351
1689665484371	2068294
1689665484412	2068254
1689665484451	2068232
1689665484491	2068244
1689665484532	2068334
1689665484572	2068489
1689665484613	2068656
1689665484652	2068855
1689665484692	2069066
1689665484732	2069261
1689665484773	2069529
1689665484814	2069737
1689665484853	2069921
1689665484893	2069727
1689665484934	2069306
1689665484974	2068907
1689665485015	2068663
1689665485054	2068563
1689665485095	2068509
1689665485135	2068558
1689665485175	2068639
1689665485216	2068644
1689665485255	2068669
1689665485296	2068663
1689665485336	2068738
1689665485376	2068857
1689665485418	2068978
1689665485457	2069157
1689665485497	2069379
1689665485537	2069578
1689665485577	2069804
1689665485619	2069981
1689665485658	2069957
1689665485698	2069529
1689665485738	2069033
1689665485778	2068616
1689665485819	2068351
1689665485858	2068272
1689665485898	2068360
1689665485938	2068521
1689665485979	2068653
1689665486020	2068739
1689665486059	2068811
1689665486099	2068913
1689665486139	2069015
1689665486179	2069204
1689665486221	2069345
1689665486260	2069620
1689665486300	2069801
1689665486340	2070090
1689665486381	2070290
1689665486422	2070570
1689665486461	2070750
1689665486501	2070500
1689665486541	2070051
1689665486582	2069632
1689665486623	2069404
1689665486662	2069303
1689665486702	2069256
1689665486743	2069281
1689665486783	2069372
1689665486824	2069430
1689665486863	2069434
1689665486903	2069478
1689665486944	2069532
1689665486984	2069677
1689665487025	2069833
1689665487064	2070067
1689665487105	2070265
1689665487145	2070507
1689665487185	2070743
1689665487226	2070996
1689665487266	2071237
1689665487306	2071481
1689665487346	2071314
1689665487386	2070867
1689665487428	2070387
1689665487467	2070181
1689665487507	2070065
1689665487547	2070046
1689665487587	2070124
1689665487628	2070179
1689665487667	2070222
1689665487707	2070245
1689665487747	2070279
1689665487788	2070389
1689665487829	2070513
1689665487868	2070676
1689665487908	2070872
1689665487948	2071098
1689665487988	2071322
1689665488030	2071553
1689665488069	2071797
1689665488109	2072028
1689665488149	2072319
