2.265135571555767910e+02,2.324982552686160489e+02,2.651243370651791906e+02,3.185679863893331003e+02,3.784389380012952415e+02,4.434994209911146186e+02,5.213175262857816961e+02,6.128944447536489406e+02,7.208832419706691326e+02,8.355883206048275724e+02,9.302174726641958387e+02,1.034077196094575356e+03,1.177389265936065840e+03,1.233368491727206219e+03,1.079082218617283843e+03,8.353785604855572728e+02,6.700087972570412376e+02,5.640226545867318464e+02,4.496175039594883174e+02,3.523423371749853459e+02,3.093000586438291748e+02,2.974403731795074464e+02,2.855914455134538343e+02,2.489470685325557042e+02,1.619212497580829222e+02,8.783280826827916599e+01,1.149436464469392831e+02
8.783280826827916599e+01,1.149436464469392831e+02,1.896751279777819263e+02,2.491008246219884654e+02,3.364005896824266983e+02,4.491119690334400616e+02,5.409419077272082177e+02,6.250644687811044378e+02,7.258350701893123187e+02,8.410327848580202499e+02,9.508915409209532754e+02,1.061623285660663214e+03,1.212473056425437107e+03,1.314092137041052183e+03,1.197045121925732929e+03,9.213295132866064705e+02,7.022518276352068369e+02,5.788698845972893423e+02,4.445107103599461880e+02,2.789881909592728562e+02,1.584244785441003387e+02,1.108711300430791766e+02,8.512892628919195204e+01,4.472445324291476254e+01,1.511872182023694222e+01,2.806277019664275940e+01,7.191456079697059067e+01
2.806277019664275940e+01,7.191456079697059067e+01,1.304872766732934224e+02,2.103896815125077069e+02,2.971868535056579503e+02,3.732022911390433251e+02,4.643237809308505462e+02,5.887728476641152611e+02,7.312507721750878318e+02,8.770744463676236364e+02,1.010000529798871526e+03,1.142464036771111296e+03,1.309194750614858094e+03,1.439773836688183110e+03,1.385278864281778397e+03,1.139056833577911220e+03,8.570737975784370519e+02,6.484705926521727406e+02,4.897502732238673957e+02,3.429161797678415837e+02,2.386309346337008037e+02,1.951578883487147777e+02,1.734774258470005748e+02,1.545166374116677730e+02,1.445200005494611446e+02,1.436740882168761573e+02,1.678742416158793276e+02
1.445200005494611446e+02,1.436740882168761573e+02,1.678742416158793276e+02,2.233436437859309649e+02,2.890715735886418543e+02,3.568689073436208901e+02,4.337679639625464461e+02,5.247215761122241702e+02,6.302521228205532680e+02,7.418283115402581416e+02,8.552385948935345823e+02,9.882579678727263399e+02,1.152467443372111347e+03,1.285390208766199066e+03,1.251201289367209029e+03,9.955935369000328592e+02,6.763442207082332516e+02,4.793995746306183037e+02,3.513754997820082053e+02,1.749126315570249517e+02,4.301807964455838373e+01,4.621631100684504645e+01,1.001560122371697616e+02,1.475125181753046490e+02,1.842716504098643213e+02,1.870005889242063404e+02,1.947208825241061163e+02
1.947208825241061163e+02,2.500139214965149108e+02,3.220412367911257547e+02,3.944305880875782577e+02,4.725733776443805141e+02,5.508545017919360589e+02,6.444046118170292630e+02,7.611524317322364368e+02,8.848896023126932278e+02,1.012654958362239086e+03,1.141309914004630627e+03,1.279558814717367568e+03,1.428745937122016130e+03,1.453165275125773405e+03,1.213698165687674646e+03,8.590874385967299531e+02,6.259483262878507048e+02,4.868381874549440909e+02,3.102601166403193247e+02,1.281671270479847635e+02,3.865973021676359167e+01,2.920447197543569473e+01,2.321634427726496597e+01,4.328661781337700631e+00,-1.846319361797441161e+00,1.093484711550138400e+01,5.349740672544902509e+01
1.093484711550138400e+01,5.349740672544902509e+01,1.342622985216703455e+02,2.249942896551555691e+02,3.092474972708214409e+02,4.064400822154765365e+02,5.147811690255512076e+02,6.174009915025505961e+02,7.349986910554694077e+02,8.778942342536715842e+02,1.005525523651871481e+03,1.128613781255180584e+03,1.307145804601923373e+03,1.452248578680948413e+03,1.367875228175529628e+03,1.065293021661836974e+03,7.720234878647856931e+02,6.086755402606088410e+02,4.928218398332298875e+02,3.514297319764055487e+02,2.311311206794000555e+02,1.872363377099111403e+02,1.907183343422969983e+02,1.732516004683894835e+02,1.285924937504929630e+02,1.198278379990432541e+02,1.644669132051329825e+02
1.644669132051329825e+02,2.139105067589405280e+02,2.569338254413769391e+02,3.184949000817641149e+02,3.971636655741124287e+02,4.791611713633160434e+02,5.595496299802397289e+02,6.436391079474256003e+02,7.446951852679485455e+02,8.575222161487122321e+02,9.604914286441126023e+02,1.075978797387416307e+03,1.223598416156694157e+03,1.279863290910798241e+03,1.117648242881003625e+03,8.439789723808086137e+02,6.278842700578765061e+02,4.785163363814747868e+02,3.540725605549093871e+02,2.545935396150334213e+02,1.843659386915218761e+02,1.499358840483280915e+02,1.479547439760553402e+02,1.461634329789472986e+02,1.317507091583140095e+02,1.405816691841726538e+02,1.934819245409340169e+02
1.317507091583140095e+02,1.405816691841726538e+02,1.934819245409340169e+02,2.621134822614700965e+02,3.299333400845368942e+02,4.135316973147075146e+02,5.146516396158623365e+02,6.187541879349624878e+02,7.292598604725087625e+02,8.469823659897029984e+02,9.584441065127612092e+02,1.094443542792558674e+03,1.261644544337763364e+03,1.309777268582278793e+03,1.124543383564671785e+03,8.490225748402644967e+02,6.587826079747137555e+02,5.358847375702467843e+02,4.064198669476215855e+02,2.823414436818673039e+02,2.099161727773054054e+02,1.851582998531653175e+02,1.642600043960146081e+02,1.355629094114748341e+02,1.195305034551978451e+02,1.244421400837908891e+02,1.606279036413707217e+02
1.244421400837908891e+02,1.606279036413707217e+02,2.291332116468028630e+02,2.961935627624648646e+02,3.551017237567940583e+02,4.379188577971879113e+02,5.393850341200866296e+02,6.306275449843338947e+02,7.230041882186484372e+02,8.372995693730499625e+02,9.552587257965687968e+02,1.072866980053887801e+03,1.220073886111290449e+03,1.331983058527193180e+03,1.260477581829129576e+03,1.013982119358332284e+03,7.661590674398621559e+02,6.093276238923568826e+02,4.996531314857017492e+02,3.777118181529640424e+02,2.499586318009750130e+02,1.777132445728318544e+02,1.612618782483044697e+02,1.319651516624639953e+02,9.338822224075573786e+01,9.652878098504407944e+01,1.241518728755319785e+02
1.241518728755319785e+02,1.536439035135744575e+02,2.112609538283303436e+02,2.917148067692832001e+02,3.599495466050318555e+02,4.253730727623875509e+02,5.195471496609861788e+02,6.358621819104761244e+02,7.489896503949369162e+02,8.626072655248323144e+02,9.839202963914867723e+02,1.115465303963520000e+03,1.271898788695950543e+03,1.376721208118249024e+03,1.288134053599441131e+03,1.037949528661273007e+03,7.983349916271247366e+02,6.329835023767063831e+02,4.894116576463821389e+02,3.379881900590766008e+02,2.152472030660625251e+02,1.575920523961108870e+02,1.327339884400079200e+02,9.445149466498548918e+01,5.415041045378887929e+01,4.059670725476985353e+01,5.748447710616494533e+01
