#	deviceModel: SM-R900	deviceOs: 11
1689641736839	2097152
1689641736878	2308204
1689641736920	2308287
1689641736959	2308266
1689641736999	2308197
1689641737039	2308115
1689641737080	2308023
1689641737120	1907283
1689641737159	1907121
1689641737200	1907048
1689641737240	2029713
1689641737280	2029711
1689641737321	2029621
1689641737361	2029575
1689641737400	2093186
1689641737441	2093247
1689641737481	2093342
1689641737522	2093439
1689641737561	2093529
1689641737601	2093677
1689641737641	2093857
1689641737682	2094049
1689641737723	2094222
1689641737762	2094453
1689641737802	2094697
1689641737842	2094946
1689641737882	2094980
1689641737923	2094799
1689641737962	2094604
1689641738002	2094380
1689641738043	2094049
1689641738083	2093804
1689641738124	2093678
1689641738163	2093567
1689641738203	2093495
1689641738243	2093424
1689641738283	2093352
1689641738324	2093338
1689641738364	2093340
1689641738404	2093438
1689641738444	2093503
1689641738484	2093630
1689641738525	2093747
1689641738565	2093896
1689641738605	2094044
1689641738645	2094237
1689641738685	2094421
1689641738726	2094371
1689641738765	2094147
1689641738806	2093858
1689641738846	2093542
1689641738886	2093208
1689641738927	2092851
1689641738966	2092657
1689641739006	2092511
1689641739046	2092383
1689641739087	2092260
1689641739128	2092203
1689641739167	2092150
1689641739207	2092193
1689641739247	2092242
1689641739287	2092314
1689641739328	2092391
1689641739368	2092496
1689641739408	2092615
1689641739448	2092843
1689641739488	2093008
1689641739529	2093498
1689641739568	2094049
1689641739609	2093868
1689641739649	2093759
1689641739689	2093465
1689641739730	2093281
1689641739769	2092982
1689641739809	2092909
1689641739850	2092802
1689641739890	2092938
1689641739931	2092855
1689641739970	2093116
1689641740010	2092922
1689641740050	2093218
1689641740090	2092973
1689641740131	2093377
1689641740170	2093530
1689641740210	2093895
1689641740250	2094394
1689641740290	2095023
1689641740332	2095451
1689641740371	2095862
1689641740411	2096161
1689641740451	2096204
1689641740491	2096182
1689641740532	2095798
1689641740572	2095416
1689641740612	2095163
1689641740652	2094778
1689641740692	2094488
1689641740733	2094289
1689641740772	2094201
1689641740812	2094193
1689641740852	2094105
1689641740893	2094078
1689641740934	2093956
1689641740973	2093604
1689641741013	2093308
1689641741053	2092695
1689641741093	2092346
1689641741134	2091990
1689641741174	2092205
1689641741214	2091863
1689641741254	2091596
1689641741294	2091244
1689641741335	2092026
1689641741374	2093358
1689641741415	2095253
1689641741455	2096210
1689641741495	2096941
1689641741536	2096887
1689641741575	2097368
1689641741615	2096861
1689641741656	2092359
1689641741696	2089010
1689641741737	2089077
1689641741776	2092403
1689641741816	2092871
1689641741856	2093415
1689641741896	2093411
1689641741937	2093510
1689641741977	2093487
1689641742017	2093473
1689641742057	2093647
1689641742097	2093131
1689641742138	2090990
1689641742178	2087185
1689641742218	2085654
1689641742258	2088822
1689641742298	2093395
1689641742339	2095923
1689641742378	2097774
1689641742418	2098868
1689641742458	2099356
1689641742498	2099611
1689641742539	2099355
1689641742579	2099362
1689641742619	2099403
1689641742659	2098576
1689641742699	2097958
1689641742740	2096970
1689641742779	2096490
1689641742819	2095855
