#	deviceModel: SM-R900	deviceOs: 11
1689657083890	2634074
1689657083930	2296076
1689657083971	2296231
1689657084011	2296374
1689657084051	2296518
1689657084091	2296628
1689657084132	2296775
1689657084173	1878315
1689657084212	1878429
1689657084252	1878559
1689657084293	2038390
1689657084333	2038701
1689657084374	2038990
1689657084413	2039277
1689657084454	2071436
1689657084494	2071697
1689657084534	2071804
1689657084575	2071688
1689657084615	2071626
1689657084655	2071739
1689657084695	2071868
1689657084735	2072091
1689657084776	2072298
1689657084815	2072545
1689657084855	2072880
1689657084895	2073097
1689657084935	2073355
1689657084977	2073624
1689657085016	2073871
1689657085056	2074161
1689657085096	2074445
1689657085136	2074751
1689657085177	2075044
1689657085216	2075275
1689657085256	2075372
1689657085296	2075165
1689657085337	2074981
1689657085378	2074923
1689657085417	2074964
1689657085457	2075039
1689657085497	2075133
1689657085537	2075262
1689657085578	2075304
1689657085617	2075380
1689657085657	2075457
1689657085698	2075637
1689657085738	2075810
1689657085779	2075948
1689657085818	2076116
1689657085858	2076332
1689657085898	2076537
1689657085939	2076770
1689657085980	2076903
1689657086019	2076727
1689657086059	2076390
1689657086099	2076267
1689657086140	2076251
1689657086181	2076319
1689657086220	2076375
1689657086260	2076464
1689657086301	2076472
1689657086341	2076496
1689657086382	2076511
1689657086421	2076635
1689657086461	2076781
1689657086501	2076888
1689657086542	2077016
1689657086583	2077153
1689657086622	2077281
1689657086662	2077399
1689657086703	2077260
1689657086743	2076820
1689657086784	2076366
1689657086823	2076123
1689657086863	2075910
1689657086904	2075767
1689657086944	2075651
1689657086985	2075456
1689657087025	2075237
1689657087065	2075057
1689657087105	2074903
1689657087145	2074816
1689657087186	2074832
1689657087226	2074872
1689657087266	2074871
1689657087306	2074913
1689657087346	2074985
1689657087388	2075003
1689657087427	2074548
1689657087467	2073892
1689657087507	2073277
1689657087548	2072821
1689657087589	2072329
1689657087628	2072037
1689657087668	2071812
1689657087709	2071484
1689657087749	2071225
1689657087790	2071021
1689657087829	2070913
1689657087870	2070829
1689657087910	2070791
1689657087950	2070803
1689657087991	2070886
1689657088030	2070912
1689657088070	2070920
1689657088111	2070858
1689657088151	2070477
1689657088192	2069689
1689657088231	2068888
1689657088271	2068197
1689657088311	2067663
1689657088351	2067411
1689657088392	2067240
1689657088431	2066962
1689657088472	2066604
1689657088512	2066351
1689657088552	2066241
1689657088593	2066143
1689657088632	2066169
1689657088672	2066201
1689657088712	2066277
1689657088752	2066392
1689657088793	2066554
1689657088833	2066663
1689657088873	2066769
1689657088913	2066435
1689657088953	2065768
1689657088994	2065174
1689657089034	2064771
1689657089074	2064537
1689657089114	2064382
1689657089154	2064273
1689657089195	2064129
1689657089235	2063985
1689657089275	2063929
1689657089315	2063917
1689657089355	2063919
1689657089396	2063947
1689657089436	2064027
1689657089476	2064088
1689657089516	2064188
1689657089556	2064311
1689657089597	2064557
1689657089637	2064499
1689657089677	2063968
1689657089717	2063610
1689657089757	2063179
1689657089799	2062887
1689657089838	2062666
1689657089878	2062595
1689657089918	2062521
1689657089958	2062392
1689657090000	2062307
1689657090039	2062290
1689657090079	2062284
1689657090119	2062402
1689657090160	2062593
1689657090201	2062794
1689657090240	2062944
1689657090281	2063178
1689657090321	2063401
1689657090361	2063642
1689657090402	2063709
1689657090441	2063192
1689657090482	2062533
1689657090522	2062096
1689657090562	2061883
1689657090603	2061688
1689657090643	2061599
1689657090683	2061544
1689657090723	2061460
1689657090764	2061367
1689657090805	2061372
1689657090844	2061421
1689657090884	2061554
1689657090925	2061732
1689657090965	2062002
1689657091006	2062255
1689657091045	2062495
1689657091085	2062791
1689657091125	2063102
1689657091165	2063178
1689657091206	2062716
1689657091246	2062156
1689657091286	2061794
1689657091326	2061579
1689657091366	2061411
1689657091407	2061388
1689657091446	2061380
1689657091486	2061341
1689657091526	2061325
1689657091566	2061385
1689657091608	2061486
1689657091647	2061594
1689657091687	2061739
1689657091727	2061929
1689657091767	2062038
1689657091808	2062099
1689657091847	2062210
1689657091887	2062442
1689657091928	2062583
1689657091968	2062310
1689657092009	2061677
1689657092048	2061135
1689657092088	2060801
1689657092128	2060530
1689657092169	2060299
1689657092210	2060072
1689657092249	2059875
1689657092289	2059624
1689657092329	2059450
1689657092370	2059393
1689657092411	2059421
1689657092450	2059558
1689657092490	2059611
1689657092530	2059671
1689657092571	2059701
1689657092612	2059867
1689657092651	2060011
1689657092691	2060122
1689657092731	2059876
1689657092772	2059182
1689657092813	2058593
1689657092852	2058248
1689657092892	2058030
1689657092933	2057974
1689657092973	2057874
1689657093014	2057782
1689657093053	2057684
1689657093093	2057678
1689657093134	2057772
1689657093174	2057903
1689657093215	2058068
1689657093254	2058280
1689657093295	2058514
1689657093335	2058780
1689657093375	2059065
1689657093416	2059326
1689657093456	2059246
1689657093496	2058682
1689657093536	2058159
1689657093576	2057823
1689657093618	2057634
1689657093657	2057502
1689657093697	2057448
1689657093737	2057370
1689657093778	2057280
1689657093819	2057291
1689657093858	2057367
1689657093898	2057547
1689657093939	2057711
1689657093979	2058000
1689657094020	2058265
1689657094060	2058604
1689657094100	2058908
1689657094140	2059260
1689657094180	2059281
1689657094221	2058832
1689657094260	2058358
1689657094300	2058054
1689657094340	2057896
1689657094381	2057776
1689657094422	2057735
1689657094461	2057723
1689657094501	2057648
1689657094541	2057560
1689657094581	2057597
1689657094622	2057699
1689657094661	2057889
1689657094701	2058130
1689657094742	2058367
1689657094782	2058651
1689657094823	2058912
1689657094862	2059247
1689657094902	2059619
1689657094942	2059856
1689657094983	2059465
1689657095024	2058949
1689657095063	2058657
1689657095103	2058525
1689657095143	2058461
1689657095183	2058474
1689657095225	2058497
1689657095264	2058507
1689657095304	2058522
1689657095344	2058639
1689657095384	2058757
1689657095426	2058961
1689657095465	2059220
1689657095505	2059538
1689657095545	2059820
1689657095586	2060099
1689657095627	2060370
1689657095666	2060668
1689657095706	2060983
1689657095746	2061047
1689657095787	2060691
1689657095828	2060248
1689657095867	2060073
1689657095907	2060046
1689657095948	2060053
1689657095988	2060115
1689657096029	2060146
1689657096068	2060111
1689657096108	2060136
1689657096149	2060226
1689657096189	2060381
1689657096230	2060645
1689657096269	2060899
1689657096310	2061152
1689657096350	2061417
1689657096390	2061726
1689657096432	2062014
1689657096471	2062324
1689657096511	2062618
1689657096551	2062543
1689657096592	2062097
1689657096633	2061708
1689657096672	2061580
1689657096712	2061520
1689657096753	2061468
1689657096793	2061449
1689657096834	2061402
1689657096874	2061410
1689657096914	2061474
1689657096954	2061607
1689657096994	2061834
1689657097035	2062048
1689657097074	2062294
1689657097114	2062560
1689657097155	2062838
1689657097195	2063112
1689657097236	2063372
1689657097275	2063667
1689657097315	2063866
1689657097355	2064026
1689657097395	2063934
1689657097436	2063722
1689657097475	2063490
1689657097516	2063348
1689657097556	2063283
1689657097596	2063272
1689657097637	2063323
1689657097676	2063353
1689657097716	2063359
1689657097757	2063460
1689657097797	2063555
1689657097838	2063690
1689657097877	2063796
1689657097917	2063925
1689657097957	2064086
1689657097998	2064357
1689657098039	2064621
1689657098078	2064875
1689657098118	2065177
1689657098158	2065472
1689657098198	2065761
1689657098240	2065996
1689657098279	2065813
1689657098319	2065460
1689657098359	2065279
1689657098400	2065220
1689657098441	2065167
1689657098480	2065224
1689657098520	2065229
1689657098560	2065239
1689657098601	2065195
1689657098642	2065245
1689657098681	2065355
1689657098721	2065488
1689657098761	2065678
1689657098802	2065850
1689657098843	2066062
1689657098882	2066248
1689657098922	2066431
1689657098963	2066596
1689657099003	2066807
1689657099044	2067053
1689657099083	2067136
1689657099124	2066794
1689657099164	2066349
1689657099204	2066106
1689657099245	2065971
1689657099285	2065921
1689657099325	2065910
1689657099365	2065864
1689657099405	2065800
1689657099447	2065746
1689657099486	2065753
1689657099526	2065832
1689657099567	2065929
1689657099607	2066059
1689657099648	2066185
1689657099688	2066304
1689657099728	2066474
1689657099768	2066620
1689657099808	2066766
1689657099850	2066967
1689657099889	2067190
1689657099929	2067391
1689657099969	2067297
1689657100009	2066814
1689657100050	2066360
1689657100089	2066151
1689657100129	2066001
1689657100170	2065882
1689657100210	2065835
1689657100251	2065780
1689657100290	2065666
1689657100330	2065595
1689657100370	2065575
1689657100410	2065624
1689657100451	2065723
1689657100491	2065831
1689657100531	2065948
1689657100571	2066083
1689657100611	2066251
1689657100652	2066376
1689657100691	2066526
1689657100732	2066724
1689657100772	2066919
1689657100812	2067160
1689657100853	2067137
1689657100893	2066715
1689657100933	2066204
1689657100973	2065899
1689657101013	2065669
1689657101054	2065498
1689657101094	2065400
1689657101134	2065293
1689657101174	2065150
1689657101214	2065026
1689657101255	2064956
1689657101295	2064940
1689657101335	2065001
1689657101375	2065089
1689657101415	2065180
1689657101457	2065263
1689657101496	2065382
1689657101536	2065527
1689657101576	2065673
1689657101617	2065848
1689657101658	2066075
1689657101697	2066337
1689657101737	2066237
1689657101778	2065731
1689657101818	2065232
1689657101859	2064908
1689657101898	2064657
1689657101939	2064424
1689657101979	2064249
1689657102019	2064098
1689657102060	2063897
1689657102100	2063655
1689657102140	2063444
1689657102180	2063276
1689657102221	2063178
1689657102262	2063083
1689657102301	2063060
1689657102342	2063050
1689657102382	2063059
1689657102422	2063122
1689657102463	2063273
1689657102503	2063386
1689657102543	2063183
1689657102583	2062421
1689657102623	2061854
1689657102664	2061505
1689657102703	2061181
1689657102743	2060964
1689657102783	2060771
1689657102824	2060578
1689657102865	2060376
1689657102904	2060295
1689657102944	2060361
1689657102984	2060495
1689657103024	2060618
1689657103065	2060767
1689657103104	2060938
1689657103144	2061147
1689657103185	2061335
1689657103225	2061473
1689657103266	2061703
1689657103305	2062048
1689657103345	2062030
1689657103386	2061380
1689657103426	2060741
1689657103467	2060312
1689657103506	2059873
1689657103546	2059543
1689657103586	2059241
1689657103627	2058915
1689657103668	2058656
1689657103707	2058380
1689657103747	2058227
1689657103788	2058144
1689657103828	2058094
1689657103869	2058134
1689657103908	2058300
1689657103948	2058444
1689657103988	2058551
1689657104029	2058615
1689657104070	2058653
1689657104109	2058722
1689657104149	2058680
1689657104189	2058143
1689657104230	2057460
1689657104271	2057000
1689657104310	2056696
1689657104350	2056454
1689657104391	2056314
1689657104431	2056159
1689657104472	2055922
1689657104511	2055686
1689657104551	2055525
1689657104592	2055410
1689657104632	2055456
1689657104673	2055569
1689657104712	2055721
1689657104753	2055909
1689657104793	2056059
1689657104833	2056201
1689657104874	2056398
1689657104914	2056326
1689657104954	2055715
1689657104994	2054786
1689657105034	2054230
1689657105076	2053889
1689657105115	2053570
1689657105155	2053358
1689657105196	2053230
1689657105236	2053000
1689657105277	2052785
1689657105316	2052676
1689657105357	2052662
1689657105397	2052721
1689657105437	2052825
1689657105479	2052889
1689657105518	2052946
1689657105558	2052995
1689657105598	2053081
1689657105638	2053188
1689657105679	2053254
1689657105718	2052772
1689657105758	2051954
1689657105798	2051266
