#	deviceModel: SM-R900	deviceOs: 11
1689641717803	2097152
1689641717840	2276198
1689641717881	2276185
1689641717922	2276233
1689641717961	2276186
1689641718001	2276107
1689641718042	2275662
1689641718081	1934191
1689641718122	1933661
1689641718161	1933139
1689641718202	2053471
1689641718242	2053285
1689641718282	2053332
1689641718324	2053663
1689641718362	2086468
1689641718402	2086955
1689641718442	2087047
1689641718482	2086971
1689641718524	2086976
1689641718563	2087193
1689641718603	2087517
1689641718643	2087994
1689641718683	2088090
1689641718724	2087640
1689641718763	2087108
1689641718804	2086886
1689641718844	2087020
1689641718884	2087144
1689641718925	2087254
1689641718964	2087723
1689641719004	2088062
1689641719044	2088647
1689641719084	2089370
1689641719125	2089855
1689641719164	2090701
1689641719204	2091301
1689641719245	2091904
1689641719285	2092414
1689641719326	2092348
1689641719365	2091939
1689641719405	2091490
1689641719445	2091277
1689641719485	2091169
1689641719526	2091272
1689641719565	2091376
1689641719605	2091363
1689641719646	2091279
1689641719686	2091612
1689641719727	2091875
1689641719766	2092033
1689641719806	2092858
1689641719846	2093695
1689641719886	2093887
1689641719927	2093721
1689641719966	2090933
1689641720007	2088335
1689641720047	2086734
1689641720087	2086276
1689641720128	2086084
1689641720167	2084954
1689641720207	2083065
1689641720247	2081530
1689641720287	2079625
1689641720328	2076829
1689641720368	2076000
1689641720408	2075968
1689641720448	2076238
1689641720488	2076702
1689641720529	2077946
1689641720568	2079026
1689641720608	2080158
1689641720648	2080481
1689641720688	2080741
1689641720730	2081492
1689641720769	2081931
1689641720809	2082373
1689641720849	2083103
1689641720889	2084147
1689641720930	2085176
1689641720969	2086053
1689641721009	2086221
1689641721049	2086422
1689641721090	2084216
1689641721131	2081612
1689641721170	2079995
1689641721210	2079987
1689641721250	2079034
1689641721290	2078554
1689641721331	2077970
1689641721371	2077536
1689641721411	2078312
1689641721451	2079270
1689641721491	2079758
1689641721532	2079361
1689641721571	2078856
1689641721611	2078674
1689641721651	2079121
1689641721692	2079490
1689641721733	2079351
1689641721772	2079250
1689641721812	2079426
1689641721852	2079514
1689641721892	2079721
1689641721933	2079248
1689641721972	2078405
1689641722012	2077655
1689641722053	2078280
1689641722093	2078636
1689641722134	2079033
1689641722173	2079576
1689641722213	2080449
1689641722253	2080499
1689641722293	2079873
1689641722334	2079683
1689641722373	2079145
1689641722413	2078536
1689641722453	2077999
1689641722493	2077694
1689641722534	2077339
1689641722573	2077294
1689641722614	2077028
1689641722654	2076493
1689641722694	2076480
1689641722735	2077188
1689641722774	2077526
1689641722814	2077566
1689641722854	2077530
1689641722894	2077783
1689641722935	2078137
1689641722974	2078699
1689641723014	2079081
1689641723054	2078848
1689641723094	2078501
1689641723136	2079081
1689641723175	2079568
1689641723215	2079745
1689641723255	2079264
1689641723295	2075713
1689641723336	2072424
1689641723375	2070638
1689641723415	2070313
1689641723455	2070206
1689641723495	2070684
1689641723536	2070980
1689641723575	2071006
1689641723616	2071016
1689641723656	2071428
1689641723696	2072155
1689641723737	2072364
1689641723776	2072207
1689641723816	2071678
1689641723856	2071425
1689641723896	2071033
1689641723937	2071241
1689641723976	2070646
1689641724016	2070378
1689641724056	2069870
1689641724097	2069235
1689641724138	2068841
1689641724177	2068631
1689641724217	2068472
1689641724257	2068404
1689641724297	2068277
1689641724338	2068249
1689641724377	2068210
1689641724417	2068269
1689641724458	2068474
1689641724498	2069726
1689641724539	2071307
1689641724578	2072120
1689641724618	2071924
1689641724658	2071746
1689641724698	2071537
1689641724739	2071397
1689641724778	2070889
1689641724819	2071006
1689641724859	2071269
1689641724899	2071023
1689641724940	2070750
1689641724979	2070400
1689641725019	2070141
1689641725059	2069896
1689641725099	2069678
1689641725141	2069630
1689641725180	2069482
1689641725220	2068952
1689641725260	2068192
1689641725300	2067635
1689641725341	2067086
1689641725380	2066592
1689641725421	2066231
1689641725461	2066018
1689641725501	2065774
1689641725542	2065492
1689641725581	2065282
1689641725621	2065085
1689641725661	2065046
1689641725701	2064948
1689641725743	2064886
1689641725782	2064851
1689641725822	2064771
1689641725862	2064328
1689641725902	2063424
