#	deviceModel: SM-R900	deviceOs: 11
1689657063252	2634535
1689657063293	2309641
1689657063333	2309755
1689657063374	2309849
1689657063413	2309888
1689657063454	2309814
1689657063494	1907746
1689657063534	1907495
1689657063575	1907070
1689657063614	1906460
1689657063655	2028819
1689657063695	2026911
1689657063735	2025528
1689657063776	2087841
1689657063815	2086705
1689657063855	2085303
1689657063896	2084122
1689657063936	2082740
1689657063977	2082017
1689657064017	2081586
1689657064057	2081007
1689657064097	2080123
1689657064137	2079425
1689657064178	2078459
1689657064218	2077162
1689657064258	2075495
1689657064298	2074402
1689657064338	2073096
1689657064380	2072092
1689657064419	2071383
1689657064459	2070465
1689657064500	2070176
1689657064540	2069489
1689657064581	2069347
1689657064621	2068946
1689657064661	2068719
1689657064701	2068154
1689657064742	2067391
1689657064783	2066830
1689657064822	2065996
1689657064862	2064887
1689657064902	2064343
1689657064942	2064159
1689657064983	2063462
1689657065022	2062995
1689657065062	2061420
1689657065103	2060857
1689657065143	2061873
1689657065184	2060735
1689657065223	2060167
1689657065263	2059924
1689657065303	2059908
1689657065344	2060026
1689657065385	2058745
1689657065424	2057744
1689657065464	2056909
1689657065504	2056274
1689657065544	2055704
1689657065586	2055253
1689657065625	2054879
1689657065665	2053862
1689657065706	2052903
1689657065746	2051969
1689657065787	2051627
1689657065826	2051347
1689657065866	2050692
1689657065906	2050402
1689657065947	2049780
1689657065988	2048721
1689657066027	2047593
1689657066068	2046341
1689657066108	2045253
1689657066148	2044457
1689657066189	2043910
1689657066229	2043526
1689657066269	2043329
1689657066309	2043168
1689657066349	2043017
1689657066391	2042866
1689657066430	2042517
1689657066470	2042548
1689657066511	2042893
1689657066551	2043347
1689657066592	2043932
1689657066631	2044415
1689657066671	2044570
1689657066711	2044656
1689657066751	2044620
1689657066792	2044688
1689657066831	2044457
1689657066872	2044592
1689657066912	2044739
1689657066952	2045101
1689657066993	2045882
1689657067033	2046286
1689657067073	2046766
1689657067113	2047428
1689657067153	2048289
1689657067194	2048972
1689657067233	2049635
1689657067274	2050398
1689657067314	2049633
1689657067354	2048408
1689657067395	2047105
1689657067434	2046867
1689657067475	2047672
1689657067515	2048328
1689657067555	2048418
1689657067596	2048006
1689657067636	2047824
1689657067676	2048221
1689657067716	2048784
1689657067756	2049585
1689657067797	2050394
1689657067837	2050883
1689657067877	2051706
1689657067917	2052496
1689657067958	2052762
1689657067999	2052783
1689657068038	2053538
1689657068078	2053849
1689657068119	2054387
1689657068159	2054979
1689657068200	2055180
1689657068240	2055461
1689657068280	2055766
1689657068320	2056434
1689657068360	2057035
1689657068401	2057325
1689657068440	2057701
1689657068480	2058144
1689657068520	2058785
1689657068561	2059615
1689657068602	2059777
1689657068641	2060022
1689657068681	2060265
1689657068721	2060322
1689657068761	2060193
1689657068802	2060261
1689657068842	2060525
1689657068882	2060751
1689657068922	2060991
1689657068962	2061326
1689657069003	2061786
1689657069043	2062140
1689657069083	2062639
1689657069123	2063043
1689657069163	2063422
1689657069205	2063642
1689657069244	2063542
1689657069284	2063415
1689657069324	2063659
1689657069364	2063472
1689657069406	2063688
1689657069445	2064307
1689657069485	2064943
1689657069525	2065312
1689657069566	2065383
1689657069607	2065461
1689657069646	2065724
1689657069687	2065733
1689657069727	2066029
1689657069767	2066847
1689657069808	2067227
1689657069848	2067017
1689657069888	2066461
1689657069928	2066033
1689657069968	2066137
1689657070010	2066362
1689657070049	2066636
1689657070089	2067119
1689657070129	2067425
1689657070170	2067725
1689657070210	2068326
1689657070250	2068928
1689657070290	2069549
1689657070330	2069844
1689657070370	2069698
1689657070411	2069812
1689657070450	2068846
1689657070490	2068337
1689657070531	2067823
1689657070571	2067731
1689657070612	2068105
1689657070651	2068413
1689657070691	2068221
1689657070732	2067910
1689657070772	2067469
1689657070813	2067114
1689657070852	2067150
1689657070893	2067350
1689657070933	2067812
1689657070973	2067623
1689657071014	2067734
1689657071053	2068139
1689657071094	2068952
1689657071134	2069287
1689657071174	2069405
1689657071215	2069525
1689657071255	2069699
1689657071295	2069870
1689657071335	2070064
1689657071375	2070155
1689657071417	2070214
1689657071456	2070316
1689657071496	2070368
1689657071536	2070520
1689657071577	2070676
1689657071618	2070802
1689657071657	2070722
1689657071697	2070445
1689657071738	2070194
1689657071778	2069934
1689657071819	2069600
1689657071859	2069505
1689657071898	2069243
1689657071938	2069125
1689657071979	2069058
1689657072020	2068869
1689657072059	2068573
1689657072099	2068394
1689657072139	2068270
1689657072179	2068061
1689657072221	2067831
1689657072260	2067614
1689657072300	2067424
1689657072340	2067143
1689657072380	2066970
1689657072421	2066829
1689657072461	2066708
1689657072501	2066635
1689657072541	2066478
1689657072581	2066467
1689657072622	2066625
1689657072662	2066721
1689657072702	2066785
1689657072742	2066857
1689657072782	2066934
1689657072823	2066911
1689657072863	2066627
1689657072903	2066180
1689657072943	2065735
1689657072983	2065402
1689657073024	2065157
1689657073064	2065020
1689657073104	2064936
1689657073144	2064820
1689657073185	2064644
1689657073226	2064457
1689657073265	2064383
1689657073305	2064374
1689657073345	2064444
1689657073386	2064593
1689657073427	2064776
1689657073466	2064952
1689657073506	2064816
1689657073547	2064591
1689657073587	2064385
1689657073628	2064209
1689657073668	2064153
1689657073708	2064161
1689657073748	2064201
1689657073788	2064227
1689657073829	2064217
1689657073868	2064270
1689657073908	2064274
1689657073948	2064406
1689657073988	2064590
1689657074030	2064797
1689657074069	2064955
1689657074109	2064822
1689657074149	2064570
1689657074189	2064318
1689657074231	2064164
1689657074270	2064148
1689657074310	2064248
1689657074350	2064304
1689657074390	2064373
1689657074431	2064438
1689657074471	2064491
1689657074511	2064545
1689657074551	2064661
1689657074591	2064793
1689657074633	2064951
1689657074672	2065030
1689657074712	2064798
1689657074752	2064480
1689657074793	2064243
1689657074834	2064126
1689657074873	2064044
1689657074913	2064051
1689657074953	2064082
1689657074994	2064108
1689657075035	2064167
1689657075074	2064239
1689657075115	2064338
1689657075155	2064489
1689657075195	2064673
1689657075236	2064867
1689657075276	2065081
1689657075316	2064979
1689657075356	2064726
1689657075396	2064479
1689657075438	2064303
1689657075477	2064234
1689657075517	2064292
1689657075557	2064337
1689657075597	2064407
1689657075638	2064436
1689657075677	2064489
1689657075717	2064569
1689657075757	2064689
1689657075798	2064842
1689657075839	2065000
1689657075878	2065198
1689657075918	2065338
1689657075958	2065219
1689657075998	2064944
1689657076040	2064724
1689657076079	2064623
1689657076119	2064590
1689657076159	2064636
1689657076199	2064711
1689657076241	2064810
1689657076280	2064847
1689657076320	2064906
1689657076360	2065054
1689657076400	2065198
1689657076442	2065393
1689657076481	2065626
1689657076521	2065840
1689657076561	2066112
1689657076601	2066379
1689657076643	2066380
1689657076682	2066178
1689657076722	2066063
1689657076762	2066057
1689657076803	2066100
1689657076844	2066230
1689657076883	2066364
1689657076924	2066463
1689657076964	2066554
1689657077004	2066586
1689657077045	2066457
1689657077085	2066455
1689657077125	2066468
1689657077165	2066599
1689657077205	2066944
1689657077247	2067486
1689657077286	2067638
1689657077326	2067651
1689657077366	2067878
1689657077406	2068014
1689657077447	2068431
1689657077486	2069014
1689657077527	2069255
1689657077567	2069423
1689657077607	2069897
1689657077648	2070246
1689657077687	2070289
1689657077727	2070414
1689657077768	2070535
1689657077808	2070557
1689657077849	2070879
1689657077888	2071109
1689657077928	2071176
1689657077969	2071148
1689657078009	2071093
1689657078050	2071231
1689657078089	2071342
1689657078129	2071485
1689657078169	2071594
1689657078210	2071764
1689657078251	2071993
1689657078290	2072176
1689657078330	2072313
1689657078371	2072440
1689657078411	2072614
