#	deviceModel: SM-R900	deviceOs: 11
1689652417215	389636
1689652417223	389607
1689652417233	389594
1689652417243	389597
1689652417253	389553
1689652417264	389511
1689652417274	389529
1689652417284	389505
1689652417294	389510
1689652417304	389510
1689652417315	389482
1689652417324	389488
1689652417338	389468
1689652417344	389466
1689652417354	389469
1689652417364	389444
1689652417375	389444
1689652417385	389439
1689652417395	389426
1689652417405	389416
1689652417416	389402
1689652417424	389396
1689652417435	389417
1689652417445	389392
1689652417455	526122
1689652417465	526159
1689652417475	526261
1689652417485	526151
1689652417495	526159
1689652417505	526225
1689652417517	526183
1689652417525	526338
1689652417535	526530
1689652417546	526956
1689652417555	527258
1689652417565	527850
1689652417575	528103
1689652417587	970718
1689652417596	1043773
1689652417605	1044218
1689652417616	1044323
1689652417625	1044429
1689652417636	1044553
1689652417648	1044666
1689652417656	1044758
1689652417666	1044815
1689652417676	1044718
1689652417686	1044489
1689652417696	1044201
1689652417706	1043950
1689652417717	1043775
1689652417727	2051962
1689652417736	2075020
1689652417751	2074747
1689652417757	2074278
1689652417766	2073537
1689652417777	2072403
1689652417787	2071254
1689652417797	2069825
1689652417806	2068369
1689652417818	2067234
1689652417827	2066338
1689652417838	2065729
1689652417847	2065493
1689652417857	2065286
1689652417868	2096437
1689652417877	2095992
1689652417887	2095654
1689652417897	2095672
1689652417907	2095564
1689652417919	2095791
1689652417928	2096118
1689652417938	2096372
1689652417948	2096288
1689652417958	2096016
1689652417968	2095711
1689652417978	2095629
1689652417988	2095644
1689652417998	2095812
1689652418008	2095969
1689652418019	2096089
1689652418028	2096197
1689652418038	2096110
1689652418049	2096095
1689652418059	2095988
1689652418068	2095751
1689652418079	2095625
1689652418088	2095524
1689652418099	2095609
1689652418108	2095963
1689652418120	2096374
1689652418129	2096817
1689652418139	2097249
1689652418149	2097183
1689652418159	2096817
1689652418169	2096232
1689652418179	2095460
1689652418189	2094615
1689652418199	2094109
1689652418209	2094024
1689652418220	2094440
1689652418229	2095278
1689652418240	2096578
1689652418249	2097894
1689652418263	2099281
1689652418269	2100303
1689652418280	2100859
1689652418289	2101284
1689652418300	2100561
1689652418310	2099110
1689652418321	2098016
1689652418330	2097674
1689652418340	2097621
1689652418350	2097608
1689652418360	2097105
1689652418370	2096443
1689652418380	2096307
1689652418390	2096742
1689652418400	2097792
1689652418410	2098518
1689652418422	2098652
1689652418430	2098623
1689652418441	2098187
1689652418451	2097747
1689652418461	2097406
1689652418471	2096877
1689652418482	2096401
1689652418491	2096150
1689652418501	2096171
1689652418511	2096241
1689652418522	2096611
1689652418532	2096531
1689652418541	2096159
1689652418551	2095554
1689652418562	2095192
1689652418571	2094889
1689652418581	2094931
1689652418592	2095088
1689652418602	2095314
1689652418612	2095494
1689652418623	2095501
1689652418632	2095518
1689652418642	2095585
1689652418653	2095842
1689652418663	2096228
1689652418672	2096445
1689652418682	2096337
1689652418694	2095987
1689652418703	2095207
1689652418712	2094436
1689652418725	2094143
1689652418733	2093956
1689652418743	2093975
1689652418753	2094033
1689652418763	2093892
1689652418773	2093851
1689652418783	2093917
1689652418793	2093948
1689652418804	2094256
1689652418813	2094654
1689652418825	2095086
1689652418833	2095460
1689652418844	2095788
1689652418854	2095924
1689652418864	2096128
1689652418874	2096599
1689652418885	2097829
1689652418894	2099049
1689652418905	2100313
1689652418914	2101021
1689652418926	2101675
1689652418934	2101895
1689652418944	2101933
1689652418954	2102021
1689652418965	2102054
1689652418976	2101979
1689652418984	2101877
1689652418994	2101757
1689652419004	2101503
1689652419014	2101175
1689652419025	2101138
1689652419035	2101598
1689652419045	2102261
1689652419054	2103143
1689652419064	2103927
1689652419074	2104488
1689652419085	2104688
1689652419094	2104468
1689652419104	2103923
1689652419115	2103241
1689652419126	2102511
1689652419134	2101972
1689652419145	2101425
1689652419155	2100857
1689652419165	2100023
1689652419175	2098752
1689652419185	2097196
1689652419195	2095968
1689652419205	2095097
1689652419214	2094532
1689652419227	2094380
1689652419235	2094168
1689652419245	2094158
1689652419255	2094186
1689652419265	2094109
1689652419275	2094000
1689652419287	2093904
1689652419295	2093820
1689652419305	2093788
1689652419315	2093588
1689652419327	2093245
1689652419335	2093055
1689652419347	2092893
1689652419356	2092520
1689652419366	2092253
1689652419375	2091938
1689652419390	2091754
1689652419395	2091623
1689652419406	2091546
1689652419416	2091527
1689652419427	2091444
1689652419437	2091334
1689652419447	2091208
1689652419456	2091009
1689652419466	2090805
1689652419476	2090598
1689652419486	2090383
1689652419496	2090086
1689652419506	2089762
1689652419516	2089397
1689652419527	2089238
1689652419536	2088912
1689652419546	2088642
1689652419557	2088505
1689652419567	2088445
1689652419576	2088475
1689652419587	2088420
1689652419596	2088417
1689652419607	2088287
1689652419616	2088182
1689652419628	2087864
1689652419637	2087628
1689652419647	2087364
1689652419657	2087147
1689652419667	2087074
1689652419677	2087008
1689652419687	2087031
1689652419697	2087043
1689652419707	2087074
1689652419717	2087034
1689652419728	2086892
1689652419737	2086755
1689652419747	2086662
1689652419758	2086689
1689652419768	2086662
1689652419777	2086589
1689652419787	2086555
1689652419797	2086488
1689652419808	2086483
1689652419817	2086411
1689652419829	2086428
1689652419837	2086451
1689652419848	2086405
1689652419858	2086373
1689652419868	2086404
1689652419878	2086357
1689652419890	2086358
1689652419898	2086230
1689652419908	2086090
1689652419918	2086058
1689652419930	2085960
1689652419938	2085745
1689652419949	2085549
1689652419958	2085430
1689652419969	2085326
1689652419979	2085161
1689652419990	2084913
1689652419999	2084600
1689652420009	2084252
1689652420019	2084013
1689652420030	2083677
1689652420039	2083342
1689652420049	2083057
1689652420059	2082730
1689652420069	2082491
1689652420080	2082170
1689652420090	2081806
1689652420099	2081475
1689652420110	2081262
1689652420119	2081019
1689652420131	2080781
1689652420139	2080622
1689652420150	2080603
1689652420159	2080638
1689652420170	2080650
1689652420180	2080578
1689652420190	2080294
1689652420200	2080142
1689652420211	2080190
1689652420220	2080123
1689652420232	2080146
1689652420240	2080363
1689652420251	2080905
1689652420260	2081839
1689652420271	2082741
1689652420280	2083787
1689652420291	2084266
1689652420300	2084297
1689652420311	2084273
1689652420321	2084393
1689652420332	2084274
1689652420341	2083720
1689652420351	2082912
1689652420361	2081875
1689652420372	2081054
1689652420381	2080533
1689652420392	2080175
1689652420401	2080070
1689652420413	2079906
1689652420421	2080114
1689652420433	2080325
1689652420442	2080645
1689652420453	2080732
1689652420463	2080724
1689652420472	2080540
1689652420482	2080496
1689652420493	2080553
1689652420502	2080436
1689652420516	2080067
1689652420522	2079798
1689652420534	2079403
1689652420543	2079070
1689652420553	2078707
1689652420563	2078417
1689652420573	2078282
1689652420583	2078154
1689652420593	2078080
1689652420603	2078200
1689652420618	2078338
1689652420623	2078736
1689652420634	2079219
1689652420643	2079803
1689652420655	2080305
1689652420664	2080864
1689652420674	2081466
1689652420685	2081804
1689652420694	2081993
1689652420704	2081951
1689652420714	2081874
1689652420724	2081901
1689652420735	2082099
