#	deviceModel: SM-R900	deviceOs: 11
1689661626735	401624
1689661626745	401727
1689661626755	401696
1689661626765	401661
1689661626775	401645
1689661626786	401631
1689661626797	401626
1689661626806	401547
1689661626816	401564
1689661626826	401542
1689661626836	401526
1689661626846	401523
1689661626856	401518
1689661626866	401501
1689661626876	401476
1689661626886	401476
1689661626897	401442
1689661626906	401451
1689661626916	401417
1689661626926	401396
1689661626937	401381
1689661626946	401350
1689661626957	401351
1689661626967	401323
1689661626977	540896
1689661626987	540848
1689661626998	540819
1689661627006	540799
1689661627018	540820
1689661627026	540756
1689661627037	540725
1689661627046	540717
1689661627057	540701
1689661627067	540673
1689661627077	540624
1689661627087	540598
1689661627099	540597
1689661627108	998358
1689661627118	1061004
1689661627127	1060985
1689661627137	1060953
1689661627147	1060899
1689661627158	1060919
1689661627167	1060815
1689661627177	1060801
1689661627187	1060786
1689661627199	1060691
1689661627208	1060619
1689661627218	1060594
1689661627227	1060559
1689661627238	1060523
1689661627249	2116036
1689661627258	2140105
1689661627267	2140047
1689661627278	2139899
1689661627287	2139849
1689661627300	2139722
1689661627308	2139642
1689661627318	2139566
1689661627328	2139425
1689661627338	2139308
1689661627348	2139252
1689661627358	2139046
1689661627368	2138911
1689661627378	2138828
1689661627389	2138696
1689661627400	2138552
1689661627408	2138475
1689661627419	2138372
1689661627428	2138219
1689661627439	2138160
1689661627448	2138130
1689661627459	2137983
1689661627469	2137949
1689661627480	2137866
1689661627489	2137754
1689661627500	2137713
1689661627509	2137653
1689661627519	2137652
1689661627529	2137621
1689661627540	2137624
1689661627549	2137526
1689661627561	2137414
1689661627569	2137330
1689661627580	2137198
1689661627590	2137120
1689661627601	2136991
1689661627610	2136903
1689661627620	2136898
1689661627630	2136821
1689661627640	2136657
1689661627650	2136415
1689661627661	2136210
1689661627670	2136131
1689661627680	2135988
1689661627690	2136194
1689661627701	2136537
1689661627710	2137072
1689661627721	2137710
1689661627730	2138197
1689661627741	2138299
1689661627751	2137868
1689661627761	2137395
1689661627772	2137183
1689661627781	2137469
1689661627791	2138162
1689661627802	2139150
1689661627811	2140346
1689661627821	2141345
1689661627832	2142087
1689661627841	2142760
1689661627851	2142768
1689661627861	2142448
1689661627871	2141892
1689661627882	2141233
1689661627891	2140770
1689661627903	2140408
1689661627912	2139748
1689661627922	2138851
1689661627932	2137788
1689661627942	2136653
1689661627952	2136120
1689661627962	2136172
1689661627972	2136904
1689661627983	2138038
1689661627992	2139589
1689661628004	2140766
1689661628012	2141592
1689661628023	2142060
1689661628032	2142435
1689661628043	2142507
1689661628052	2142664
1689661628063	2142768
1689661628072	2142742
1689661628083	2142704
1689661628093	2142748
1689661628104	2142856
1689661628113	2143060
1689661628123	2143247
1689661628133	2143445
1689661628144	2143469
1689661628154	2143530
1689661628165	2143482
1689661628173	2143404
1689661628184	2143202
1689661628193	2142919
1689661628206	2142762
1689661628213	2142514
1689661628224	2142138
1689661628233	2141966
1689661628244	2141781
1689661628254	2141333
1689661628264	2140622
1689661628274	2139890
1689661628285	2139102
1689661628294	2138023
1689661628305	2137028
1689661628314	2136522
1689661628325	2136178
1689661628335	2135663
1689661628345	2135004
1689661628355	2134638
1689661628365	2133558
1689661628375	2132487
1689661628385	2131658
1689661628395	2130999
1689661628407	2130451
1689661628416	2129917
1689661628426	2129420
1689661628435	2128930
1689661628446	2128068
1689661628455	2127283
1689661628466	2126643
1689661628476	2126200
1689661628486	2125914
1689661628496	2125965
1689661628507	2125970
1689661628516	2125915
1689661628526	2125895
1689661628536	2125975
1689661628546	2125981
1689661628556	2125949
1689661628567	2125905
1689661628577	2125856
1689661628587	2125826
1689661628597	2125763
1689661628608	2125659
1689661628617	2125626
1689661628627	2125513
1689661628637	2125346
1689661628648	2125183
1689661628657	2124771
1689661628667	2124395
1689661628677	2124146
1689661628687	2123965
1689661628697	2124008
1689661628709	2123843
1689661628717	2123781
1689661628728	2123593
1689661628737	2123308
1689661628748	2123149
1689661628758	2122989
1689661628768	2123090
1689661628777	2123439
1689661628788	2123864
1689661628797	2124185
1689661628809	2124369
1689661628818	2124359
1689661628829	2124273
1689661628837	2124161
1689661628848	2123830
1689661628858	2123218
1689661628868	2122539
1689661628878	2121495
1689661628888	2120452
1689661628898	2119017
1689661628909	2117259
1689661628918	2115658
1689661628928	2114278
1689661628938	2113223
1689661628948	2112619
1689661628958	2112285
1689661628968	2112247
1689661628978	2112224
1689661628988	2112185
1689661628998	2112350
1689661629010	2112622
1689661629018	2113163
1689661629028	2113340
1689661629038	2113153
1689661629049	2112716
1689661629058	2112115
1689661629070	2110995
1689661629078	2109963
1689661629089	2108930
1689661629099	2107997
1689661629110	2107203
1689661629119	2107131
1689661629129	2108043
1689661629139	2109858
1689661629149	2111951
1689661629159	2112553
1689661629169	2112501
1689661629179	2112530
1689661629189	2112765
1689661629200	2112941
1689661629210	2112889
1689661629220	2112502
1689661629230	2112042
1689661629239	2111621
1689661629251	2111165
1689661629259	2110568
1689661629270	2109296
1689661629279	2108646
1689661629290	2108432
1689661629299	2109133
1689661629311	2111222
1689661629320	2112812
1689661629330	2113544
1689661629340	2114494
1689661629350	2114856
1689661629360	2114377
1689661629371	2113635
1689661629380	2113450
1689661629390	2113634
1689661629400	2113786
1689661629413	2113965
1689661629420	2114354
1689661629431	2114722
1689661629440	2114994
1689661629451	2114907
1689661629461	2114962
1689661629471	2115047
1689661629480	2115174
1689661629491	2115342
1689661629501	2115537
1689661629512	2115676
1689661629521	2115762
1689661629531	2115851
1689661629541	2116099
1689661629551	2116275
1689661629561	2116418
1689661629571	2116696
1689661629581	2117273
1689661629592	2117824
1689661629601	2118201
1689661629614	2118614
1689661629621	2119170
1689661629632	2119930
1689661629641	2121203
1689661629652	2123495
1689661629662	2126714
1689661629672	2128654
1689661629683	2129497
1689661629692	2129783
1689661629702	2128874
1689661629713	2127216
1689661629722	2126092
1689661629733	2125452
1689661629742	2125025
1689661629752	2124789
1689661629763	2124532
1689661629773	2124117
1689661629782	2123530
1689661629793	2123502
1689661629802	2123780
1689661629814	2124246
1689661629822	2124543
1689661629833	2124807
1689661629842	2125098
1689661629853	2125038
1689661629863	2124607
1689661629873	2122744
1689661629883	2121150
1689661629893	2121550
1689661629903	2122572
1689661629915	2123370
1689661629923	2123272
1689661629934	2122072
1689661629943	2121392
1689661629955	2122477
1689661629964	2123845
1689661629975	2122491
1689661629984	2119139
1689661629995	2116323
1689661630004	2114388
1689661630015	2113346
1689661630024	2112694
1689661630035	2111933
1689661630044	2111421
1689661630055	2111134
1689661630064	2110796
1689661630075	2110484
1689661630084	2110218
1689661630095	2110147
1689661630105	2110401
1689661630117	2110408
1689661630125	2110255
1689661630135	2110071
1689661630145	2109863
1689661630156	2109744
1689661630165	2109447
1689661630176	2109031
1689661630186	2108169
1689661630196	2107047
1689661630205	2106125
1689661630217	2105112
1689661630226	2104221
1689661630237	2103733
1689661630246	2103557
1689661630256	2103331
1689661630266	2103157
1689661630276	2103058
1689661630286	2103045
1689661630297	2102899
1689661630306	2102667
1689661630317	2102545
1689661630327	2102287
1689661630338	2102215
1689661630346	2102269
1689661630357	2102354
1689661630367	2102327
1689661630377	2102050
1689661630387	2101773
1689661630397	2101326
1689661630407	2100936
1689661630420	2100618
1689661630427	2100339
1689661630438	2099912
1689661630447	2099213
1689661630459	2098753
1689661630467	2098145
